ngram,freq1,freq2,LR,LL,Len_Corpus1,Len_Corpus2
provide,2152,331,1.5679740386469672,436.9627248042209,6752856,3083437
discredit,204,31,1.5677186859171812,42.07134374822636,6752856,3083437
bright,546,84,1.562239825865069,110.83170552499251,6752856,3083437
atoms,313,48,1.56145036709026,63.798854741795424,6752856,3083437
rise,905,140,1.5571860872045908,182.39305936059822,6752856,3083437
module,157,24,1.5535397507474193,32.13307797019508,6752856,3083437
paper,1301,202,1.553223075107474,260.94626896556895,6752856,3083437
hello,349,54,1.5500058970738588,70.31842825957591,6752856,3083437
inconsistencies,118,18,1.548331459744658,24.216809845184553,6752856,3083437
theorist,105,16,1.5457466458240803,21.57810056919946,6752856,3083437
provided,1515,237,1.5428360100413676,300.87696784334224,6752856,3083437
atomic,162,25,1.5409121424196701,32.752819623829275,6752856,3083437
trips,130,20,1.5393955684271496,26.388501315474407,6752856,3083437
roughly,561,88,1.5345782387929523,111.01167710065289,6752856,3083437
plate,294,46,1.5320065891977779,58.374693250473726,6752856,3083437
thermodynamics,123,19,1.5320065891977777,24.836334294801517,6752856,3083437
threads,743,117,1.5307135619627676,146.27176785970065,6752856,3083437
view,3071,485,1.5304417590200774,602.2256455709697,6752856,3083437
shipping,205,32,1.5296683471285772,40.82934838626434,6752856,3083437
temperatures,186,29,1.5294303473687452,37.10272188738989,6752856,3083437
sciences,167,26,1.529138407257284,33.37618079215792,6752856,3083437
sets,628,99,1.5281858903522079,123.4502314575621,6752856,3083437
heavens,230,36,1.5278399580246695,45.64441698491473,6752856,3083437
projecting,110,17,1.5276611189218139,22.197516087006896,6752856,3083437
depicted,154,24,1.525794760264515,30.737597732873297,6752856,3083437
discussions,368,58,1.524197665987014,72.36150805026796,6752856,3083437
fallacious,116,18,1.5237743555006793,23.28477179759454,6752856,3083437
degree,1406,223,1.5228043926067307,274.13707871944393,6752856,3083437
pointing,1053,167,1.52199888994752,205.33038015032128,6752856,3083437
inch,210,33,1.5206288090839724,41.45666846939294,6752856,3083437
variables,279,44,1.5200126183521412,54.815725100460185,6752856,3083437
san,347,55,1.5154948777361126,67.71700138469322,6752856,3083437
plasma,109,17,1.5145456191315558,21.733926575472555,6752856,3083437
engineer,196,31,1.5101471552340389,38.359402214420065,6752856,3083437
mass,2858,458,1.5093062278140479,549.490166097586,6752856,3083437
tested,451,72,1.5077146639412726,87.16042417756361,6752856,3083437
viewing,482,77,1.5073023033565538,93.06759435572643,6752856,3083437
casts,102,16,1.5041275566223413,20.183941291027836,6752856,3083437
table,461,74,1.5000598936589615,88.43078831092173,6752856,3083437
ship,1792,291,1.4894469068641196,338.3047942173619,6752856,3083437
restored,107,17,1.4879514091198425,20.814217562358795,6752856,3083437
parameters,113,18,1.4861366981373139,21.90418188245197,6752856,3083437
slower,315,51,1.4840372442746794,59.71428099598086,6752856,3083437
validity,223,36,1.483348038778649,42.44405785990034,6752856,3083437
j,125,20,1.4830331258080371,24.084647590179245,6752856,3083437
draw,890,145,1.4826380346686838,167.25430339083448,6752856,3083437
window,583,95,1.4802015941469482,109.53381965999466,6752856,3083437
bay,210,34,1.4781935427635757,39.80952066398733,6752856,3083437
weather,826,135,1.477763544413791,154.54044325828494,6752856,3083437
zero,1185,194,1.4766951789711646,221.1852054521989,6752856,3083437
questions,2530,415,1.4755436687137262,470.94500585798573,6752856,3083437
larger,1030,169,1.473028902878261,191.6527638735975,6752856,3083437
resolution,452,74,1.4716470379837547,84.36498566821255,6752856,3083437
cruising,124,20,1.4714915039253462,23.63036978686567,6752856,3083437
presume,148,24,1.4686508531609064,27.99451247261306,6752856,3083437
showing,1505,248,1.4679665276377403,278.34074069347383,6752856,3083437
sharp,269,44,1.4674496082614563,50.27220887496949,6752856,3083437
crossing,184,30,1.4657812449728584,34.542235005569594,6752856,3083437
physicists,202,33,1.4647304837895632,37.816510958967946,6752856,3083437
adjust,208,34,1.4644206931418435,38.90797985791336,6752856,3083437
airport,153,25,1.4587110798740326,28.63524880746263,6752856,3083437
differ,165,27,1.458369269757907,30.818229191215124,6752856,3083437
replies,207,34,1.4574846459314665,38.45922985950254,6752856,3083437
underlying,225,37,1.457206509234849,41.73412833784567,6752856,3083437
mirror,350,58,1.4519474909025674,64.21390051047902,6752856,3083437
explaining,673,112,1.4507945207206148,122.72576380984731,6752856,3083437
scriptures,140,23,1.4488790450186377,26.003360173917237,6752856,3083437
assertion,461,77,1.4431040088468852,83.62500209799623,6752856,3083437
op,1131,190,1.439415258248919,203.4569156691499,6752856,3083437
drag,240,40,1.439084657360766,43.67200928865445,6752856,3083437
climb,133,22,1.4378844118332281,24.4646077232417,6752856,3083437
measures,222,37,1.437884411833228,40.39660859200546,6752856,3083437
matches,346,58,1.4353883990291578,62.43821054572611,6752856,3083437
cables,115,19,1.4353883990291576,21.189376193721543,6752856,3083437
topic,2537,428,1.4350822893227497,453.58267467895655,6752856,3083437
terrain,109,18,1.4343752704475723,20.09764481017251,6752856,3083437
descriptions,103,17,1.4332455170297076,19.005921477710626,6752856,3083437
contention,103,17,1.4332455170297076,19.005921477710626,6752856,3083437
slope,144,24,1.4292574148608193,26.203205573192662,6752856,3083437
demonstrates,250,42,1.4283174335328555,44.970037705189654,6752856,3083437
claim,5532,939,1.4270080557436673,980.1868269516083,6752856,3083437
solutions,361,61,1.4243789080872267,64.39002842326029,6752856,3083437
rapidly,161,27,1.423072217644614,29.035566076164493,6752856,3083437
interior,114,19,1.422843145710044,20.744204412110907,6752856,3083437
shown,1617,275,1.422683064784061,285.69099485613907,6752856,3083437
apologies,196,33,1.421337888276183,35.14446101596198,6752856,3083437
range,882,150,1.4208743678741893,155.83145173971224,6752856,3083437
causes,911,155,1.4203696523838805,160.85061779115938,6752856,3083437
propose,295,50,1.4178444139010862,52.38241358504533,6752856,3083437
asia,166,28,1.4155299293818693,29.68598231499528,6752856,3083437
duration,166,28,1.4155299293818693,29.68598231499528,6752856,3083437
distinguish,189,32,1.412727801617986,33.61259310941394,6752856,3083437
visual,509,87,1.4107688008088337,89.26256619628256,6752856,3083437
reviewed,229,39,1.4076111717120536,40.3760494547153,6752856,3083437
pilot,374,64,1.4066362295108457,65.47377397594438,6752856,3083437
cgi,570,98,1.403072833307654,99.08600687438829,6752856,3083437
claims,2498,431,1.4026713300322815,431.9374933307597,6752856,3083437
naked,383,66,1.3968419084770924,66.35001985783265,6752856,3083437
launching,135,23,1.396601766151583,23.789073188841847,6752856,3083437
obscure,198,34,1.3935123168401375,34.48333414521113,6752856,3083437
pete,582,101,1.3898198988318151,99.75682237651165,6752856,3083437
repeated,318,55,1.389775272381543,54.78568536106283,6752856,3083437
reject,312,54,1.388569631247872,53.69509407558927,6752856,3083437
dense,369,64,1.3872448751982458,63.302119992065045,6752856,3083437
claiming,1387,242,1.3854726955256893,235.78807897392636,6752856,3083437
confirmation,299,52,1.3812082515980117,51.08201850201789,6752856,3083437
published,704,123,1.3811302412003075,119.42832973476749,6752856,3083437
website,1166,204,1.381055135517799,197.38410918644888,6752856,3083437
dismiss,384,67,1.3790657673863445,65.27839137378675,6752856,3083437
mistaken,372,65,1.3767151902874224,63.09854299503888,6752856,3083437
hoax,514,90,1.3762229562861117,86.90431231645715,6752856,3083437
radiation,559,98,1.3749840779953664,94.33337158284618,6752856,3083437
totallackey,104,18,1.3669473429272816,17.898364691863122,6752856,3083437
wide,566,100,1.3639220311169358,94.37185114579356,6752856,3083437
contradiction,301,53,1.3635887819742865,50.452973072383244,6752856,3083437
directly,1990,353,1.3623903277572995,329.7312840220251,6752856,3083437
searched,109,19,1.3584264172142737,18.556783188354583,6752856,3083437
dismissed,255,45,1.3584264172142735,42.59543670985197,6752856,3083437
wind,792,141,1.3546504586702361,130.48462830262218,6752856,3083437
determine,878,157,1.348732034096446,143.65001116121056,6752856,3083437
los,147,26,1.345692266161353,24.4684137416478,6752856,3083437
continually,141,25,1.3412744773357357,23.37981085524082,6752856,3083437
holes,385,69,1.3406875536668754,62.76381231989471,6752856,3083437
depend,235,42,1.3392338899504301,38.47989094072461,6752856,3083437
drawn,451,81,1.3388955997251295,73.27541736211845,6752856,3083437
min,124,22,1.337190412213755,20.540179645644045,6752856,3083437
proven,1131,204,1.3371054128004922,182.50178695570185,6752856,3083437
pm,483,87,1.335202544119861,78.11010050502176,6752856,3083437
cross,715,129,1.3350412455154625,115.32514674446006,6752856,3083437
simpler,245,44,1.3328873598236441,39.809138840466424,6752856,3083437
depict,107,19,1.3318322072025606,17.700568905167064,6752856,3083437
video,4950,898,1.3310254122321057,791.3552519960031,6752856,3083437
lab,173,31,1.3305535055536932,28.21048218749123,6752856,3083437
discussed,484,88,1.3217888818074321,77.09820951563809,6752856,3083437
shifts,117,21,1.3192937683382506,19.028587530213535,6752856,3083437
agencies,406,74,1.3169845980882149,64.41484524486583,6752856,3083437
ranges,144,26,1.3160468044128282,23.198206290132525,6752856,3083437
graphic,133,24,1.3150276640476943,21.446063111893082,6752856,3083437
weigh,182,33,1.3147050397849558,29.121099420377803,6752856,3083437
barrier,111,20,1.31238947177757,17.941829773085416,6752856,3083437
moved,1055,194,1.3091260948363124,164.9699916812475,6752856,3083437
winter,338,62,1.3062693153882583,53.06891983404165,6752856,3083437
intensity,143,26,1.306028048587837,22.779016447802157,6752856,3083437
lower,1371,253,1.3047385463202856,213.132810016166,6752856,3083437
wider,175,32,1.302000983751455,27.61847114296131,6752856,3083437
independently,137,25,1.299904042915875,21.694121477120177,6752856,3083437
blocking,180,33,1.2988074129047473,28.286567603848262,6752856,3083437
reaching,271,50,1.2956384815279154,42.142358438737546,6752856,3083437
exposure,201,37,1.2948589145074354,31.375757164017926,6752856,3083437
planet,1690,315,1.290779682386177,258.369363286798,6752856,3083437
understanding,1663,310,1.2905982691377333,254.1966087687349,6752856,3083437
trails,141,26,1.2857793647440319,21.94712003318309,6752856,3083437
d,914,171,1.283816170051253,138.85260101977664,6752856,3083437
leap,162,30,1.2826001468282793,25.03761141039132,6752856,3083437
diego,114,21,1.2819806098701947,17.77427963089868,6752856,3083437
simple,2936,551,1.2817064233813935,443.6899623285983,6752856,3083437
jet,380,71,1.2809228832005046,57.85815973619084,6752856,3083437
descent,151,28,1.279325545783558,23.285992946323596,6752856,3083437
r,634,119,1.277651122335706,95.78710467327664,6752856,3083437
approaching,172,32,1.277126315112426,26.37742290138423,6752856,3083437
generated,246,46,1.275326601745229,37.404820134755724,6752856,3083437
centered,161,30,1.2736945936063873,24.62615089308565,6752856,3083437
varying,182,34,1.2722697734645592,27.718264069883908,6752856,3083437
site,1593,301,1.271010688353117,237.95017855935896,6752856,3083437
paradox,229,43,1.2684484240404283,34.57442072328224,6752856,3083437
equipment,698,132,1.2673093324342504,104.11018200075696,6752856,3083437
page,1692,321,1.2653067676097602,250.9846976589419,6752856,3083437
gather,139,26,1.2652424337413368,21.124057773144905,6752856,3083437
fraction,160,30,1.2647337260347655,24.2166415638752,6752856,3083437
ring,465,88,1.2640733839511449,69.27155479951563,6752856,3083437
bearing,270,51,1.2620258331189453,40.353570661321896,6752856,3083437
carefully,390,74,1.2590517941551667,57.836703094779665,6752856,3083437
pic,117,22,1.253705426710674,17.622844843710965,6752856,3083437
area,1746,334,1.2534301032287525,255.28937513842402,6752856,3083437
freely,174,33,1.2500356122272285,25.82486695918596,6752856,3083437
debate,2107,405,1.24680038808752,305.4812529548302,6752856,3083437
forces,942,181,1.2455646466356247,136.66518770286345,6752856,3083437
formed,355,68,1.2447152431342372,51.78494685073346,6752856,3083437
eric,194,37,1.24384923096566,28.514420844333316,6752856,3083437
engineering,256,49,1.2424999720027934,37.39244545140498,6752856,3083437
near,1748,337,1.2421999652348719,252.09712428600176,6752856,3083437
repeating,401,77,1.2421733487184257,58.24341531525302,6752856,3083437
further,2696,520,1.2421595416864917,388.5088537748667,6752856,3083437
due,2897,559,1.2416402013927887,417.16771202005066,6752856,3083437
spin,493,95,1.2385190228959977,71.16202823187925,6752856,3083437
truths,126,24,1.2373253070544505,18.56124280411027,6752856,3083437
particle,291,56,1.2362146872606574,42.10393538129151,6752856,3083437
chamber,239,46,1.2337646111034974,34.571082647780244,6752856,3083437
standing,880,171,1.2291560041337448,125.14321689075976,6752856,3083437
cycle,464,90,1.2287304757747963,66.19947949048675,6752856,3083437
inconsistent,238,46,1.2277282213728289,34.17158419784011,6752856,3083437
ping,120,23,1.2273420610276728,17.485965882357462,6752856,3083437
wires,120,23,1.2273420610276728,17.485965882357462,6752856,3083437
points,2746,536,1.2249857922373202,387.36193979722907,6752856,3083437
buildings,370,72,1.2224622187662482,52.4830152525595,6752856,3083437
hundreds,901,176,1.22170088463651,126.9278453623092,6752856,3083437
santa,145,28,1.221026905218891,20.852133693746815,6752856,3083437
applied,538,105,1.220744922312371,75.91051815260397,6752856,3083437
caused,997,195,1.220189810277705,140.12959708182157,6752856,3083437
principles,303,59,1.2197765194230872,42.92981639952805,6752856,3083437
dependent,221,43,1.2172609691816387,31.355040595128195,6752856,3083437
account,1534,301,1.216580315041749,214.3466681550304,6752856,3083437
shill,114,22,1.2163922682426178,16.412334509509673,6752856,3083437
claimed,1121,220,1.2156206360041006,156.58813577595828,6752856,3083437
conclusion,1248,245,1.215442468088868,174.23009711064537,6752856,3083437
perceive,307,60,1.2146209394273566,43.207970399492766,6752856,3083437
communications,190,37,1.2138700734727899,26.9153697857952,6752856,3083437
obtained,129,25,1.2134245221904072,18.43294502249335,6752856,3083437
questioning,271,53,1.2123829778785633,38.09460771966587,6752856,3083437
blocked,169,33,1.2080938491539202,23.82368527897561,6752856,3083437
ships,933,184,1.2080707826411545,129.17094511035071,6752856,3083437
rocks,356,70,1.2072484905204433,49.55518601042537,6752856,3083437
determining,179,35,1.2071344907937178,25.171722526949146,6752856,3083437
away,6104,1207,1.2068915209461815,840.956007804032,6752856,3083437
fields,436,86,1.2042511924680641,60.34353484707151,6752856,3083437
pseudo,113,22,1.2037369674365892,16.014447274518083,6752856,3083437
devices,355,70,1.2031959736959703,49.16243883520828,6752856,3083437
shift,506,100,1.2024083440975584,69.78415567054478,6752856,3083437
position,2833,562,1.2017017774804752,387.99632853224057,6752856,3083437
answering,284,56,1.2011474563667428,39.32995106816662,6752856,3083437
arrive,263,52,1.1964552104464408,36.24078516561059,6752856,3083437
across,2270,452,1.1960619159291153,308.7424606500987,6752856,3083437
mechanical,132,26,1.1909696713627111,18.316400473223744,6752856,3083437
r.,132,26,1.1909696713627111,18.316400473223744,6752856,3083437
hurricanes,102,20,1.1909696713627111,14.271101808733135,6752856,3083437
answered,617,123,1.1909696713627111,83.73574060699144,6752856,3083437
higher,1745,349,1.1893175726526657,235.3891260874176,6752856,3083437
perfectly,1345,269,1.1888267893632605,181.43173328800958,6752856,3083437
answer,4168,840,1.1792501871608994,554.1907724485479,6752856,3083437
streams,121,24,1.1791442359659212,16.576183354330098,6752856,3083437
instruments,309,62,1.1770528910275264,41.42993445788716,6752856,3083437
produces,190,38,1.1759022232737695,25.629761579718824,6752856,3083437
vary,328,66,1.1735087012964889,43.74170945860787,6752856,3083437
conspiracies,160,32,1.1731032505691976,21.582957119763215,6752856,3083437
corners,150,30,1.1719239156721646,20.234022299777962,6752856,3083437
correctly,533,108,1.1668348048552946,70.14463901419353,6752856,3083437
impossible,1884,383,1.1659248886367721,246.39039931370957,6752856,3083437
differences,429,87,1.1643447857814835,56.367073203746685,6752856,3083437
discovered,511,104,1.1602728741397947,66.68259716516062,6752856,3083437
according,1920,392,1.1597589812274245,249.02565386965443,6752856,3083437
referencing,129,26,1.1579294095987032,17.14985711169085,6752856,3083437
increasing,348,71,1.1541850855653824,45.19738622865495,6752856,3083437
corrected,221,45,1.1524098248316708,28.812681028319822,6752856,3083437
fallacies,109,22,1.1519755397468479,14.452222983693336,6752856,3083437
suspended,133,27,1.148377794638243,17.440436195146916,6752856,3083437
angeles,128,26,1.1467456711060273,16.766162279504265,6752856,3083437
posted,1470,303,1.145579939106731,187.14926126319483,6752856,3083437
semantics,113,23,1.1410012120886264,14.743442574721897,6752856,3083437
sufficient,310,64,1.136263779272576,39.34317757125727,6752856,3083437
researchers,165,34,1.1312045265043975,21.01893311861415,6752856,3083437
shifting,117,24,1.1308486789251402,15.037161190453524,6752856,3083437
stretched,117,24,1.1308486789251402,15.037161190453524,6752856,3083437
doubts,136,28,1.1289087032304594,17.35413973508829,6752856,3083437
fluid,227,47,1.1289087032304594,28.64565609196115,6752856,3083437
demonstrating,179,37,1.1280629198025192,22.66288218227413,6752856,3083437
faster,810,169,1.1265684888565466,100.6674776432757,6752856,3083437
medium,413,86,1.126156868009899,51.53007286907169,6752856,3083437
gas,948,198,1.1255503427438667,117.57093490348927,6752856,3083437
strings,126,26,1.1241146966064595,16.00672493025282,6752856,3083437
mission,401,84,1.1174183177104788,49.43851500734918,6752856,3083437
relies,244,51,1.1162317042443641,30.215651485746953,6752856,3083437
letâs,130,27,1.1155878595205735,16.30428288647021,6752856,3083437
night,2018,425,1.1150941262698961,246.1037861829043,6752856,3083437
properties,386,81,1.1146380261691187,47.42073218303247,6752856,3083437
sees,367,77,1.1145176109248378,45.10188566601707,6752856,3083437
please,4444,937,1.114172107887182,540.7018533764185,6752856,3083437
representation,343,72,1.1132987752785144,42.110518960902496,6752856,3083437
research,1897,400,1.1132673143694671,230.77878151923414,6752856,3083437
falling,575,121,1.1129011910017983,70.23876049285619,6752856,3083437
eyes,1214,256,1.1123733355041598,147.66885578581434,6752856,3083437
longest,101,21,1.1081127389584269,12.639485028093652,6752856,3083437
hours,2031,430,1.1075017983095925,245.03489078100455,6752856,3083437
exhibit,115,24,1.106080773776198,14.284932103905575,6752856,3083437
foot,478,101,1.106080773776198,57.905206349074106,6752856,3083437
margin,176,37,1.103747259250648,21.54225915645997,6752856,3083437
effects,1239,263,1.1029249809248562,148.68756864929105,6752856,3083437
warned,298,63,1.1019440109679877,36.06067317695515,6752856,3083437
slightly,885,188,1.1009693599585986,106.03910583098869,6752856,3083437
reproduce,138,29,1.1001406931626956,16.904510067606367,6752856,3083437
zones,227,48,1.09885146937428,27.457245219480555,6752856,3083437
rely,499,106,1.0986728240419286,59.791910503770055,6752856,3083437
unexplained,105,22,1.0982876688528591,12.939329821576113,6752856,3083437
see,20259,4326,1.096367837881165,2401.4388329561953,6752856,3083437
physically,446,95,1.0941291135608229,53.14106056688222,6752856,3083437
viewpoint,184,39,1.0927378343586418,22.14793737562404,6752856,3083437
everyday,226,48,1.0924959743344564,27.089431598082854,6752856,3083437
occur,590,126,1.0918412511781959,69.92000559613766,6752856,3083437
exact,1233,264,1.0904596646614462,145.33563108633285,6752856,3083437
towards,1559,334,1.09004701320804,183.53232294865688,6752856,3083437
construct,165,35,1.0899818637778844,19.82922342716654,6752856,3083437
altered,137,29,1.0896863355255293,16.5350274820821,6752856,3083437
photon,146,31,1.0865185073976802,17.51055334702123,6752856,3083437
marine,104,22,1.084547612226557,12.56921594674563,6752856,3083437
hence,740,159,1.083984887999327,86.58554815253123,6752856,3083437
b.,141,30,1.0829624817443448,16.839212207318305,6752856,3083437
description,512,110,1.0825472114767256,59.92021461905486,6752856,3083437
grid,113,24,1.0808802196510554,13.544715799041427,6752856,3083437
hawaii,113,24,1.0808802196510554,13.544715799041427,6752856,3083437
possibilities,210,45,1.0789233593430487,24.711063609352415,6752856,3083437
close,2382,515,1.0774734579045446,275.07447917410786,6752856,3083437
footage,510,110,1.0769061679617185,59.195607866615106,6752856,3083437
wall,2136,462,1.0767656227527858,246.45488435845994,6752856,3083437
truth,2280,494,1.0743493205739925,262.1028494547936,6752856,3083437
cited,237,51,1.0743247525104402,27.642700719844612,6752856,3083437
outlandish,140,30,1.0727305591333887,16.474042406234872,6752856,3083437
rendering,140,30,1.0727305591333887,16.474042406234872,6752856,3083437
references,425,92,1.0706754376449992,48.95119881347752,6752856,3083437
depending,701,152,1.0706754376449992,80.45325968988962,6752856,3083437
columbus,172,37,1.0706754376449992,20.075831110319122,6752856,3083437
attached,245,53,1.067153804388895,28.258914177480996,6752856,3083437
links,621,135,1.0665031161739622,70.88084618796233,6752856,3083437
arrow,199,43,1.0663430168489663,23.008724784999856,6752856,3083437
reality,2064,450,1.0652349838379873,234.11976125922968,6752856,3083437
sufficiently,139,30,1.0624255507416498,16.11139366718632,6752856,3083437
rubbish,139,30,1.0624255507416498,16.11139366718632,6752856,3083437
vision,363,79,1.0619701751105879,41.33497730435165,6752856,3083437
produce,846,185,1.059132457750187,95.34424524416553,6752856,3083437
repeat,485,106,1.057659441668703,54.72417799030141,6752856,3083437
applying,202,44,1.0550862432809383,22.958524283669547,6752856,3083437
initial,475,104,1.0549839752550294,53.38889639520232,6752856,3083437
cable,278,61,1.0480605884761407,31.09907189649907,6752856,3083437
reflect,287,63,1.0477750355349202,32.07793035315092,6752856,3083437
challenge,576,127,1.0458649372682625,63.75901903757847,6752856,3083437
presenting,187,41,1.0447489305116673,20.955122048477186,6752856,3083437
coincidence,336,74,1.0443357506235045,37.28469390613316,6752856,3083437
pics,110,24,1.0422342917515721,12.457776218848565,6752856,3083437
scrutiny,173,38,1.0410468883587085,19.309125209571413,6752856,3083437
africa,538,119,1.0409773030388076,59.13650385969572,6752856,3083437
detailed,299,66,1.0401713337629448,33.014911273683936,6752856,3083437
missions,407,90,1.0398519385105833,44.76360895438343,6752856,3083437
lighter,204,45,1.0372039692184014,22.55836315663374,6752856,3083437
doesnât,168,37,1.0368276671613263,18.64234695306658,6752856,3083437
estimates,114,25,1.035820022600797,12.768837486204944,6752856,3083437
attract,105,23,1.0355519135048963,11.79003626067037,6752856,3083437
lift,208,46,1.033786338811981,22.871341160139984,6752856,3083437
numerous,517,115,1.0327075874459786,56.123595180066516,6752856,3083437
knowledge,1658,370,1.0313751409575371,178.68491893503665,6752856,3083437
presentation,136,30,1.031061379832315,15.038908771089154,6752856,3083437
tool,314,70,1.0264064309558445,33.91861900992714,6752856,3083437
island,452,101,1.0254796412607403,48.570459932893854,6752856,3083437
external,238,53,1.0254200460797134,25.771220738538332,6752856,3083437
passengers,131,29,1.0253175164058097,14.372916712230364,6752856,3083437
grasp,211,47,1.0236998212643507,22.833908613559103,6752856,3083437
cos,162,36,1.0235129255111481,17.62401912548868,6752856,3083437
michigan,104,23,1.021811856878594,11.435670580069992,6752856,3083437
credible,215,48,1.0206727933773194,23.14865090653892,6752856,3083437
pulls,135,30,1.020453280266334,14.686682604573853,6752856,3083437
expansion,286,64,1.0202056498089995,30.632354725982182,6752856,3083437
believed,579,130,1.0198004309119362,61.548237853422336,6752856,3083437
flawed,379,85,1.0191451370049174,40.390023977041665,6752856,3083437
indicate,268,60,1.0189566171861668,28.67430020406168,6752856,3083437
scripture,259,58,1.018267585249825,27.695281768227304,6752856,3083437
valid,902,203,1.0179397139836353,95.37122865631994,6752856,3083437
shows,2346,529,1.0168494475112753,246.96133987611222,6752856,3083437
station,457,103,1.0131825521474283,48.16023769568184,6752856,3083437
rough,227,51,1.012263784378189,24.095131386001604,6752856,3083437
rebuttal,222,50,1.008491619577314,23.432480236253582,6752856,3083437
deeper,226,51,1.0059082893383655,23.74905713286084,6752856,3083437
cameras,353,80,1.0036911031701305,36.733332325938875,6752856,3083437
